ID,HeartPy_Metrics
0056,"{'bpm': np.float64(64.7987673459241), 'ibi': np.float64(925.9435396308361), 'sdnn': np.float64(76.37164875823238), 'sdsd': np.float64(49.61533147333227), 'rmssd': np.float64(76.0639377611837), 'pnn20': 0.7518248175182481, 'pnn50': 0.46715328467153283, 'hr_mad': np.float64(41.0), 'sd1': np.float64(53.78510823636469), 'sd2': np.float64(93.0603885071065), 's': np.float64(15724.49768488452), 'sd1/sd2': np.float64(0.5779592058360838), 'breathingrate': np.float64(0.14071954594493177)}"
0057,"{'bpm': np.float64(79.08770090964468), 'ibi': np.float64(758.6514629948365), 'sdnn': np.float64(46.22285538741645), 'sdsd': np.float64(44.651055100541754), 'rmssd': np.float64(58.211161725418904), 'pnn20': 0.5561385099685204, 'pnn50': 0.21720881427072403, 'hr_mad': np.float64(20.5), 'sd1': np.float64(41.14271791839845), 'sd2': np.float64(49.022920967660355), 's': np.float64(6336.391976665849), 'sd1/sd2': np.float64(0.8392547222051426), 'breathingrate': np.float64(0.21552946514661675)}"
0058,"{'bpm': np.float64(55.0957712904363), 'ibi': np.float64(1089.0127970749543), 'sdnn': np.float64(86.96872570772629), 'sdsd': np.float64(65.90117909969544), 'rmssd': np.float64(112.96274839198914), 'pnn20': 0.858252427184466, 'pnn50': 0.6660194174757281, 'hr_mad': np.float64(60.0), 'sd1': np.float64(79.86972850778241), 'sd2': np.float64(94.18534021209527), 's': np.float64(23632.81154205082), 'sd1/sd2': np.float64(0.8480059458077485), 'breathingrate': np.float64(0.30217059208648794)}"
0059,"{'bpm': np.float64(71.44357379432911), 'ibi': np.float64(839.8236092265943), 'sdnn': np.float64(51.956002015684476), 'sdsd': np.float64(26.259277857886243), 'rmssd': np.float64(46.416416230167684), 'pnn20': 0.6521739130434783, 'pnn50': 0.22554347826086957, 'hr_mad': np.float64(30.0), 'sd1': np.float64(32.82135001948949), 'sd2': np.float64(65.74785890764254), 's': np.float64(6779.347999872567), 'sd1/sd2': np.float64(0.4992002867438522), 'breathingrate': np.float64(0.12925115114306487)}"
0060,"{'bpm': np.float64(71.11993264904466), 'ibi': np.float64(843.6453433678269), 'sdnn': np.float64(48.8218225967117), 'sdsd': np.float64(26.284097856305856), 'rmssd': np.float64(49.911039312060055), 'pnn20': 0.7168475696083058, 'pnn50': 0.2973100519112789, 'hr_mad': np.float64(30.0), 'sd1': np.float64(35.292430409629596), 'sd2': np.float64(59.15305259870409), 's': np.float64(6558.561587218566), 'sd1/sd2': np.float64(0.5966290640832079), 'breathingrate': np.float64(0.34010002285918184)}"
0061,"{'bpm': np.float64(81.08559034536455), 'ibi': np.float64(739.9588477366256), 'sdnn': np.float64(30.874736198027723), 'sdsd': np.float64(9.053145503363528), 'rmssd': np.float64(14.333058756293696), 'pnn20': 0.07207578253706755, 'pnn50': 0.00041186161449752884, 'hr_mad': np.float64(20.0), 'sd1': np.float64(10.13500136801598), 'sd2': np.float64(42.47973316481216), 's': np.float64(1352.5566513185133), 'sd1/sd2': np.float64(0.23858439337870532), 'breathingrate': np.float64(0.3781769645737167)}"
0062,"{'bpm': np.float64(68.7471242590738), 'ibi': np.float64(872.7637795275591), 'sdnn': np.float64(98.21877850928968), 'sdsd': np.float64(51.055108626254686), 'rmssd': np.float64(75.29837415757558), 'pnn20': 0.6821515892420538, 'pnn50': 0.3903830480847596, 'hr_mad': np.float64(70.0), 'sd1': np.float64(53.234219356918786), 'sd2': np.float64(129.59773295412518), 's': np.float64(21673.954984407275), 'sd1/sd2': np.float64(0.41076505077262854), 'breathingrate': np.float64(0.25261410488898506)}"
0063,"{'bpm': np.float64(66.36643754444181), 'ibi': np.float64(904.0714285714286), 'sdnn': np.float64(65.60489783519905), 'sdsd': np.float64(38.16544548826434), 'rmssd': np.float64(69.44788188818423), 'pnn20': 0.8195020746887967, 'pnn50': 0.5228215767634855, 'hr_mad': np.float64(44.0), 'sd1': np.float64(49.106457086595704), 'sd2': np.float64(79.31718786373725), 's': np.float64(12236.459661234385), 'sd1/sd2': np.float64(0.6191149536334799), 'breathingrate': np.float64(0.13880139655558993)}"
0064,"{'bpm': np.float64(74.64914234796169), 'ibi': np.float64(803.7600716204118), 'sdnn': np.float64(118.92011755447955), 'sdsd': np.float64(34.99532262348683), 'rmssd': np.float64(55.38855817478565), 'pnn20': 0.6152466367713004, 'pnn50': 0.3031390134529148, 'hr_mad': np.float64(80.0), 'sd1': np.float64(39.16562046462399), 'sd2': np.float64(163.2207611532406), 's': np.float64(20083.078348323063), 'sd1/sd2': np.float64(0.2399548941439696), 'breathingrate': np.float64(0.16707507239919805)}"
0065,"BadSignalWarning: 
----------------
Could not determine best fit for given signal. Please check the source signal.
 Probable causes:
- detected heart rate falls outside of bpmmin<->bpmmax constraints
- no detectable heart rate present in signal
- very noisy signal (consider filtering and scaling)
If you're sure the signal contains heartrate data, consider filtering and/or scaling first.
----------------
"
0066,"{'bpm': np.float64(71.62676213918103), 'ibi': np.float64(837.6757263355202), 'sdnn': np.float64(48.26546982690711), 'sdsd': np.float64(24.214355728579648), 'rmssd': np.float64(38.19541771140402), 'pnn20': 0.4901222953904045, 'pnn50': 0.14016933207902163, 'hr_mad': np.float64(30.0), 'sd1': np.float64(27.008156956263523), 'sd2': np.float64(62.43451535873088), 's': np.float64(5297.482935617089), 'sd1/sd2': np.float64(0.4325837527701204), 'breathingrate': np.float64(0.13425822331617812)}"
0067,"{'bpm': np.float64(66.62477683691891), 'ibi': np.float64(900.565868263473), 'sdnn': np.float64(126.48579698533973), 'sdsd': np.float64(67.80551408604799), 'rmssd': np.float64(101.44939647107762), 'pnn20': 0.802660753880266, 'pnn50': 0.5509977827050998, 'hr_mad': np.float64(110.0), 'sd1': np.float64(71.45965056857054), 'sd2': np.float64(163.54447513631825), 's': np.float64(36715.262556795526), 'sd1/sd2': np.float64(0.436943226049105), 'breathingrate': np.float64(0.14407145944388416)}"
0068,"{'bpm': np.float64(67.33108373224516), 'ibi': np.float64(891.1188811188811), 'sdnn': np.float64(67.05706676364474), 'sdsd': np.float64(60.107811283751985), 'rmssd': np.float64(94.44500822561353), 'pnn20': 0.7823470411233701, 'pnn50': 0.49949849548645936, 'hr_mad': np.float64(40.0), 'sd1': np.float64(66.78259692671728), 'sd2': np.float64(67.22557470086907), 's': np.float64(14104.175375259458), 'sd1/sd2': np.float64(0.993410576612801), 'breathingrate': np.float64(0.2914765529534422)}"
0069,"BadSignalWarning: 
----------------
Could not determine best fit for given signal. Please check the source signal.
 Probable causes:
- detected heart rate falls outside of bpmmin<->bpmmax constraints
- no detectable heart rate present in signal
- very noisy signal (consider filtering and scaling)
If you're sure the signal contains heartrate data, consider filtering and/or scaling first.
----------------
"
0070,"{'bpm': np.float64(74.98604349833785), 'ibi': np.float64(800.1488970588235), 'sdnn': np.float64(63.19255906230055), 'sdsd': np.float64(35.5363608969776), 'rmssd': np.float64(55.84122801850875), 'pnn20': 0.6692456479690522, 'pnn50': 0.3404255319148936, 'hr_mad': np.float64(42.0), 'sd1': np.float64(39.4855998539119), 'sd2': np.float64(80.16183060644502), 's': np.float64(9943.888343623616), 'sd1/sd2': np.float64(0.4925735796599592), 'breathingrate': np.float64(0.14932916743245728)}"
0071,"{'bpm': np.float64(92.27946287080542), 'ibi': np.float64(650.1988430947216), 'sdnn': np.float64(28.98119816049282), 'sdsd': np.float64(9.680707141657308), 'rmssd': np.float64(14.654551410205569), 'pnn20': 0.0755877034358047, 'pnn50': 0.00108499095840868, 'hr_mad': np.float64(20.0), 'sd1': np.float64(10.362312481066482), 'sd2': np.float64(39.64614352042706), 's': np.float64(1290.64708844973), 'sd1/sd2': np.float64(0.26136999871696126), 'breathingrate': np.float64(0.10564652895548945)}"
0072,"{'bpm': np.float64(76.98658871309664), 'ibi': np.float64(779.3565217391305), 'sdnn': np.float64(48.52900366376126), 'sdsd': np.float64(20.91575318297605), 'rmssd': np.float64(32.98833378104327), 'pnn20': 0.46033129904097647, 'pnn50': 0.05231037489102005, 'hr_mad': np.float64(30.0), 'sd1': np.float64(23.322282420081976), 'sd2': np.float64(63.44878608498492), 's': np.float64(4648.836157828201), 'sd1/sd2': np.float64(0.3675764952987992), 'breathingrate': np.float64(0.21199205587664294)}"
0073,"{'bpm': np.float64(65.77812558968202), 'ibi': np.float64(912.1573389651531), 'sdnn': np.float64(34.107098179780515), 'sdsd': np.float64(24.336469811704724), 'rmssd': np.float64(38.91622652228189), 'pnn20': 0.5975473801560758, 'pnn50': 0.18283166109253066, 'hr_mad': np.float64(22.0), 'sd1': np.float64(27.515036571216193), 'sd2': np.float64(37.76687672206035), 's': np.float64(3264.6079788677994), 'sd1/sd2': np.float64(0.7285494316543294), 'breathingrate': np.float64(0.3472985957560112)}"
0074,"{'bpm': np.float64(63.21791174166013), 'ibi': np.float64(949.0981012658228), 'sdnn': np.float64(45.238221729590215), 'sdsd': np.float64(26.24972185966397), 'rmssd': np.float64(44.854051047861), 'pnn20': 0.6386687797147385, 'pnn50': 0.18541996830427893, 'hr_mad': np.float64(30.0), 'sd1': np.float64(31.715556392537597), 'sd2': np.float64(55.224775639606136), 's': np.float64(5502.450794292533), 'sd1/sd2': np.float64(0.5742994158910049), 'breathingrate': np.float64(0.23339946318123467)}"
0075,"{'bpm': np.float64(47.01007332000695), 'ibi': np.float64(1276.3221957040573), 'sdnn': np.float64(74.72437026916982), 'sdsd': np.float64(73.90630414844489), 'rmssd': np.float64(86.15295217710865), 'pnn20': 0.5844155844155844, 'pnn50': 0.23376623376623376, 'hr_mad': np.float64(28.0), 'sd1': np.float64(60.83453713350333), 'sd2': np.float64(74.3179426786051), 's': np.float64(14203.44714319276), 'sd1/sd2': np.float64(0.818571329357003), 'breathingrate': np.float64(0.18699453040998548)}"
0076,"{'bpm': np.float64(73.1877092379595), 'ibi': np.float64(819.8097826086956), 'sdnn': np.float64(40.25124957943994), 'sdsd': np.float64(14.30537980413674), 'rmssd': np.float64(21.96180645764474), 'pnn20': 0.22212148685403446, 'pnn50': 0.01813236627379873, 'hr_mad': np.float64(30.0), 'sd1': np.float64(15.529321101584245), 'sd2': np.float64(54.78311510149954), 's': np.float64(2672.6929394364433), 'sd1/sd2': np.float64(0.2834691140292453), 'breathingrate': np.float64(0.24307512126133887)}"
0077,"BadSignalWarning: 
----------------
Could not determine best fit for given signal. Please check the source signal.
 Probable causes:
- detected heart rate falls outside of bpmmin<->bpmmax constraints
- no detectable heart rate present in signal
- very noisy signal (consider filtering and scaling)
If you're sure the signal contains heartrate data, consider filtering and/or scaling first.
----------------
"
0078,"{'bpm': np.float64(93.68268252238104), 'ibi': np.float64(640.4598842018197), 'sdnn': np.float64(39.2008286443682), 'sdsd': np.float64(27.137637114645987), 'rmssd': np.float64(42.48659792124017), 'pnn20': 0.6046738072054528, 'pnn50': 0.22590068159688412, 'hr_mad': np.float64(24.0), 'sd1': np.float64(30.03978695573374), 'sd2': np.float64(47.2498611235046), 's': np.float64(4459.100466073941), 'sd1/sd2': np.float64(0.6357645555235367), 'breathingrate': np.float64(0.14206196484612107)}"
0079,"{'bpm': np.float64(53.938997693313546), 'ibi': np.float64(1112.367722165475), 'sdnn': np.float64(110.04076512732163), 'sdsd': np.float64(77.56551803073506), 'rmssd': np.float64(138.8690710168996), 'pnn20': 0.9032992036405005, 'pnn50': 0.7747440273037542, 'hr_mad': np.float64(86.0), 'sd1': np.float64(98.1027979146795), 'sd2': np.float64(119.42512347947762), 's': np.float64(36806.70712149389), 'sd1/sd2': np.float64(0.8214586265974243), 'breathingrate': np.float64(0.2846700582196184)}"
0080,"{'bpm': np.float64(76.15555968071283), 'ibi': np.float64(787.8610603290676), 'sdnn': np.float64(51.77721648873925), 'sdsd': np.float64(25.867916379479897), 'rmssd': np.float64(42.45696105776071), 'pnn20': 0.6096866096866097, 'pnn50': 0.2459639126305793, 'hr_mad': np.float64(33.0), 'sd1': np.float64(30.021575264664317), 'sd2': np.float64(66.67448559137989), 's': np.float64(6288.441466309441), 'sd1/sd2': np.float64(0.4502708194653953), 'breathingrate': np.float64(0.18563207722294411)}"
0081,"{'bpm': np.float64(56.31144037612196), 'ibi': np.float64(1065.5028462998102), 'sdnn': np.float64(67.3065397677216), 'sdsd': np.float64(57.337326528866114), 'rmssd': np.float64(91.07644574997448), 'pnn20': 0.7893231649189705, 'pnn50': 0.5376549094375596, 'hr_mad': np.float64(40.0), 'sd1': np.float64(64.40041115343307), 'sd2': np.float64(69.8850767623949), 's': np.float64(14139.13884656671), 'sd1/sd2': np.float64(0.9215187867989418), 'breathingrate': np.float64(0.3472747833984845)}"
0082,"{'bpm': np.float64(72.67953367293711), 'ibi': np.float64(825.5418956043956), 'sdnn': np.float64(22.65943882436755), 'sdsd': np.float64(9.451282817792178), 'rmssd': np.float64(15.094585931128062), 'pnn20': 0.0929112181693049, 'pnn50': 0.0, 'hr_mad': np.float64(10.0), 'sd1': np.float64(10.67346719655639), 'sd2': np.float64(30.19666880722458), 's': np.float64(1012.5452207070085), 'sd1/sd2': np.float64(0.3534650548607121), 'breathingrate': np.float64(0.29950581540458243)}"
0083,"{'bpm': np.float64(86.71539647503799), 'ibi': np.float64(691.9186492709133), 'sdnn': np.float64(25.968624093624523), 'sdsd': np.float64(8.366130423004533), 'rmssd': np.float64(12.576064155184511), 'pnn20': 0.04145873320537428, 'pnn50': 0.00038387715930902113, 'hr_mad': np.float64(20.0), 'sd1': np.float64(8.892613616272753), 'sd2': np.float64(35.62674800830567), 's': np.float64(995.3033763432961), 'sd1/sd2': np.float64(0.24960497697403133), 'breathingrate': np.float64(0.11091762148252493)}"
0084,"{'bpm': np.float64(73.82010859758198), 'ibi': np.float64(812.7866666666666), 'sdnn': np.float64(51.84947272848802), 'sdsd': np.float64(23.91760320816603), 'rmssd': np.float64(36.97507550063561), 'pnn20': 0.465954606141522, 'pnn50': 0.1041388518024032, 'hr_mad': np.float64(30.0), 'sd1': np.float64(26.145299350293126), 'sd2': np.float64(68.5510557060828), 's': np.float64(5630.638412466071), 'sd1/sd2': np.float64(0.3813989307822308), 'breathingrate': np.float64(0.32808937154480877)}"
0085,"BadSignalWarning: 
----------------
Could not determine best fit for given signal. Please check the source signal.
 Probable causes:
- detected heart rate falls outside of bpmmin<->bpmmax constraints
- no detectable heart rate present in signal
- very noisy signal (consider filtering and scaling)
If you're sure the signal contains heartrate data, consider filtering and/or scaling first.
----------------
"
0086,"{'bpm': np.float64(74.99932004242935), 'ibi': np.float64(800.0072529465095), 'sdnn': np.float64(59.62879994088623), 'sdsd': np.float64(28.3663649524723), 'rmssd': np.float64(44.90246155395533), 'pnn20': 0.6386321626617375, 'pnn50': 0.24399260628465805, 'hr_mad': np.float64(37.0), 'sd1': np.float64(31.750111482739644), 'sd2': np.float64(78.02616123159434), 's': np.float64(7782.79100085171), 'sd1/sd2': np.float64(0.40691623144832345), 'breathingrate': np.float64(0.12466001813236627)}"
0087,"{'bpm': np.float64(72.2449524148359), 'ibi': np.float64(830.5078485687905), 'sdnn': np.float64(33.711894918424846), 'sdsd': np.float64(15.89385483070708), 'rmssd': np.float64(26.794211309614088), 'pnn20': 0.3659889094269871, 'pnn50': 0.026802218114602587, 'hr_mad': np.float64(20.0), 'sd1': np.float64(18.94635048008702), 'sd2': np.float64(43.76272281567265), 's': np.float64(2604.8323360899035), 'sd1/sd2': np.float64(0.432933539347826), 'breathingrate': np.float64(0.28906875389131015)}"
0088,"{'bpm': np.float64(204.2463590103527), 'ibi': np.float64(293.7628865979381), 'sdnn': np.float64(153.77777333232848), 'sdsd': np.float64(132.61838960791135), 'rmssd': np.float64(203.6629518055366), 'pnn20': 0.8505154639175257, 'pnn50': 0.7628865979381443, 'hr_mad': np.float64(100.5), 'sd1': np.float64(143.9017373477156), 'sd2': np.float64(156.9146458406155), 's': np.float64(70938.07365671423), 'sd1/sd2': np.float64(0.9170701471287923), 'breathingrate': np.float64(0.3)}"
0089,"{'bpm': np.float64(74.45267751189019), 'ibi': np.float64(805.8810240963855), 'sdnn': np.float64(71.33353907203531), 'sdsd': np.float64(32.405189156394925), 'rmssd': np.float64(47.49218412402288), 'pnn20': 0.5460725075528701, 'pnn50': 0.18429003021148035, 'hr_mad': np.float64(50.0), 'sd1': np.float64(33.58196221101557), 'sd2': np.float64(95.08530783273793), 's': np.float64(10031.58039715448), 'sd1/sd2': np.float64(0.35317719400024156), 'breathingrate': np.float64(0.1121275263733286)}"
0090,"{'bpm': np.float64(62.18083865021696), 'ibi': np.float64(964.9274809160305), 'sdnn': np.float64(82.33874182366766), 'sdsd': np.float64(63.360540800665305), 'rmssd': np.float64(111.90447288679869), 'pnn20': 0.8724760892667375, 'pnn50': 0.7003188097768331, 'hr_mad': np.float64(51.5), 'sd1': np.float64(79.11499569439931), 'sd2': np.float64(86.3167357312873), 's': np.float64(21453.773420635745), 'sd1/sd2': np.float64(0.9165661215536727), 'breathingrate': np.float64(0.1681154260737137)}"
0091,"{'bpm': np.float64(96.70290421233565), 'ibi': np.float64(620.4570637119114), 'sdnn': np.float64(27.13843572999901), 'sdsd': np.float64(40.83884267151828), 'rmssd': np.float64(45.670272259058365), 'pnn20': 0.18598195697432338, 'pnn50': 0.05759888965995836, 'hr_mad': np.float64(10.0), 'sd1': np.float64(32.293638420711595), 'sd2': np.float64(20.05881845516742), 's': np.float64(2035.0364800289383), 'sd1/sd2': np.float64(1.609947190702667), 'breathingrate': np.float64(0.2678750809205973)}"
0092,"{'bpm': np.float64(81.33027293492579), 'ibi': np.float64(737.7326773267732), 'sdnn': np.float64(19.923610837538487), 'sdsd': np.float64(7.50834545266881), 'rmssd': np.float64(10.205035029375418), 'pnn20': 0.009023789991796555, 'pnn50': 0.002050861361771944, 'hr_mad': np.float64(10.0), 'sd1': np.float64(7.2160488886457115), 'sd2': np.float64(27.239699802348248), 's': np.float64(617.5208940016499), 'sd1/sd2': np.float64(0.2649092662916806), 'breathingrate': np.float64(0.10559486030911507)}"
0093,"{'bpm': np.float64(62.60933166732698), 'ibi': np.float64(958.3235981308411), 'sdnn': np.float64(104.37841920818329), 'sdsd': np.float64(69.75957046499295), 'rmssd': np.float64(109.55644354216707), 'pnn20': 0.8442211055276382, 'pnn50': 0.6193467336683417, 'hr_mad': np.float64(79.5), 'sd1': np.float64(77.44942397952018), 'sd2': np.float64(124.51509576797496), 's': np.float64(30296.333424015196), 'sd1/sd2': np.float64(0.6220083075215368), 'breathingrate': np.float64(0.1340989162369406)}"
0094,"{'bpm': np.float64(86.12624158923423), 'ibi': np.float64(696.6517857142857), 'sdnn': np.float64(55.17985363165821), 'sdsd': np.float64(38.96382973700443), 'rmssd': np.float64(51.418092387010056), 'pnn20': 0.44831460674157303, 'pnn50': 0.16292134831460675, 'hr_mad': np.float64(30.0), 'sd1': np.float64(36.35807833021677), 'sd2': np.float64(68.8487379593565), 's': np.float64(7864.059258962228), 'sd1/sd2': np.float64(0.5280863441778707), 'breathingrate': np.float64(0.1762255687279718)}"
0095,"{'bpm': np.float64(59.93778085032837), 'ibi': np.float64(1001.0380622837371), 'sdnn': np.float64(82.0381641288892), 'sdsd': np.float64(59.00042603866588), 'rmssd': np.float64(106.06417007206969), 'pnn20': 0.8858173076923077, 'pnn50': 0.6899038461538461, 'hr_mad': np.float64(60.0), 'sd1': np.float64(74.99030293573622), 'sd2': np.float64(87.40764844206376), 's': np.float64(20592.27915964264), 'sd1/sd2': np.float64(0.8579375406197078), 'breathingrate': np.float64(0.2189293203972991)}"
0096,"{'bpm': np.float64(71.78710514928602), 'ibi': np.float64(835.8047016274865), 'sdnn': np.float64(40.239583306664294), 'sdsd': np.float64(19.298580978401986), 'rmssd': np.float64(34.82761685685085), 'pnn20': 0.5330316742081448, 'pnn50': 0.10135746606334842, 'hr_mad': np.float64(30.0), 'sd1': np.float64(24.626790842796385), 'sd2': np.float64(51.2986253316206), 's': np.float64(3968.8384539692283), 'sd1/sd2': np.float64(0.48006726659040455), 'breathingrate': np.float64(0.29208135006490693)}"
